year	component	emission	sector	value	unit
2012	total_footprint	N2O	Other professional, scientific and technical services; veterinary services	8.205825705762805	t
2012	total_footprint	N2O	Rental and leasing services	14.026896422453968	t
2012	total_footprint	N2O	Employment services	12.093283916125056	t
2012	total_footprint	N2O	Travel agency, tour operator and other reservation services and related services	161.08836664080457	t
2012	total_footprint	N2O	Security and investigation services; services to buildings and landscape; office administrative, office support and other business support services	11.194553731206843	t
2012	total_footprint	N2O	Public administration and defence services; compulsory social security services	304.1633265080574	t
2012	total_footprint	N2O	Education services	110.39989247062402	t
2012	total_footprint	N2O	Human health services	268.42978202573283	t
2012	total_footprint	N2O	Social work services	215.96658739462015	t
2012	total_footprint	N2O	Creative, arts and entertainment services; library, archive, museum and other cultural services; gambling and betting services	71.71651503405855	t
2012	total_footprint	N2O	Sporting services and amusement and recreation services	33.91355246896022	t
2012	total_footprint	N2O	Services furnished by membership organisations	36.77702693446158	t
2012	total_footprint	N2O	Repair services of computers and personal and household goods	0.8096368727762959	t
2012	total_footprint	N2O	Other personal services	14.901842292569755	t
2012	total_footprint	N2O	Services of households as employers; undifferentiated goods and services produced by households for own use	0.009620500000000002	t
2012	total_footprint	N2O	Services provided by extraterritorial organisations and bodies	0.0	t
2012	total_footprint	HFC	Products of agriculture, hunting and related services	42811.23258147949	t CO2-eq
2012	total_footprint	HFC	Products of forestry, logging and related services	900.998344598008	t CO2-eq
2012	total_footprint	HFC	Fish and other fishing products; aquaculture products; support services to fishing	13588.061592366039	t CO2-eq
2012	total_footprint	HFC	Mining and quarrying	61094.2701313216	t CO2-eq
2012	total_footprint	HFC	Food products, beverages and tobacco products	166874.512342162	t CO2-eq
2012	total_footprint	HFC	Textiles, wearing apparel and leather products	84533.20716881662	t CO2-eq
2012	total_footprint	HFC	Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials	2054.727899180947	t CO2-eq
2012	total_footprint	HFC	Paper and paper products	7174.7092751139	t CO2-eq
2012	total_footprint	HFC	Printing and recording services	81.44050041663519	t CO2-eq
2012	total_footprint	HFC	Coke and refined petroleum products	0.0	t CO2-eq
2012	total_footprint	HFC	Chemicals and chemical products	0.0	t CO2-eq
2012	total_footprint	HFC	Basic pharmaceutical products and pharmaceutical preparations	173231.21542855207	t CO2-eq
2012	total_footprint	HFC	Rubber and plastics products	6916.5154306543145	t CO2-eq
2012	total_footprint	HFC	Other non-metallic mineral products	8347.316520681721	t CO2-eq
2012	total_footprint	HFC	Basic metals	6089.243032586762	t CO2-eq
2012	total_footprint	HFC	Fabricated metal products, except machinery and equipment	12626.406889837788	t CO2-eq
2012	total_footprint	HFC	Computer, electronic and optical products	69310.08139485076	t CO2-eq
2012	total_footprint	HFC	Electrical equipment	31619.539913830587	t CO2-eq
2012	total_footprint	HFC	Machinery and equipment n.e.c.	30822.138146011563	t CO2-eq
2012	total_footprint	HFC	Motor vehicles, trailers and semi-trailers	46080.404567321864	t CO2-eq
2012	total_footprint	HFC	Other transport equipment	70669.71445279167	t CO2-eq
2012	total_footprint	HFC	Furniture; other manufactured goods	44126.446200334816	t CO2-eq
